nationality,region,age,gender,new_phrase,new_phrase_definition,new_phrase_sentence_example,model_names,model_a_response,model_a_likert,model_b_response,model_b_likert,model_c_response,model_c_likert
Argentina,Cordoba (Argentina),27.0,F,"En casa de herrero, cuchillo de palo",Hace referencia a la paradoja de que a menudo faltan cosas en el lugar donde lógicamente deberían sobrar (ej. un mecánico cuyo auto siempre está roto).,Es apicultor y su hijo no le gusta la miel. En casa de herrero cuchilllo de palo. ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Definición: **Dicho irónico que establece que alguien que excitement objecabaangelo al dominar una habilidad, o fachonarse en ella, funciona con inhabilidad o logro inferior al esperado.**",1.0,"Es un refrán que indica que quien practica una profesión, se vuelve experto en ella.",2.0,"Refrán que indica que en un lugar o profesión donde es habitual encontrar algo, suele faltar precisamente eso, evidenciando una falta de coherencia entre lo que se hace y lo que se tiene.",4.0
Argentina,Cordoba (Argentina),57.0,M,No te hagai drama,No te hagas problema o quedate tranquilo,"Mañana te ayudo yo ha hacer el trabajo, no te hagai drama","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Ausencia de acts unnecessary, exagerados o patéticos que incrementen tensiones en una situación. Mantener reazione tranquilas y objetivas ante los hechos.",4.0,"No te hagai drama significa “no te hagas el afectado”, “no llores a grito pelado” o “no dramatiques”.",1.0,"Expresión coloquial utilizada en Chile para pedirle a alguien que no exagere, no complique una situación o deje de mostrar una actitud excesivamente emocional o dramática ante un problema.",1.0
Argentina,Jujuy ,45.0,F,Chulo,Gorro ,Te queda lindo el chulo.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Adolescente o joven que, con actitud mediocre o engañosa, busca destacar o impresionar mediante結局*、 conductas llamativas o ensalzando una falsa imagen.",1.0,"Chulo: Persona que se comporta con estilo, a menudo de manera llamativa o ostentosa, mostrando confianza y, a veces, arrogancia.",1.0,"Persona que tiene una apariencia atractiva, elegante o llamativa. También se refiere a alguien arrogante, presuntuoso o que muestra exceso de confianza en sí mismo. En algunos contextos, puede designar a un proxeneta.",1.0
Argentina,Jujuy ,45.0,F,Chuti,Jugar al fútbol ,Vamos a jugar con la chuti.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","El **chuti** es una medición de distancia informal, típica de actos penduleros, equivalente a realizando un movimiento de tales y Zahl (lo que provoca una explosión de la distancia ruísta).",1.0,"Chuti se utiliza como un interjejo de sorpresa o exclamación, similar a “¡Wow!” o “¡Increíble!”.",1.0,"Término coloquial y vulgar utilizado en diversas regiones de habla hispana, principalmente en el sur de Asia, para referirse de forma despectiva o insultante a una persona, implicando estupidez o falta de inteligencia.",1.0
Argentina,Cordoba (Argentina),57.0,M,pritiau,mezclar gaseosa con vino,Que te parce si nos tomamos un pritiau,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","signo objectedivo de gran valor político o militar, que un estado prisión corona o capitán monta en su reino o capitánía durante las sesiones.",1.0,"Pritiau es un término coloquial francés que se utiliza para referirse a un gato macho, generalmente de color blanco y pelaje largo, con expresión melancólica.",1.0,"No se encontró ninguna definición para ""pritiau"" en los diccionarios estándar. Es posible que se trate de un error ortográfico o un término inexistente en español.",1.0
Argentina,Jujuy ,45.0,F,Compadrear,Juntarse los compadres ,Nos juntamos el jueves y vamos a compadrear,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Relación de interés familiar o de confianza basada en amistad y apoyo mutuo, vinculando a personas exteriores al círculo sanguíneo, comúnmente con fines sociales o colaborativos.",3.0,"Compadrear es un acto de afecto que consiste en abrazar o tocar a alguien cercano, usualmente con un brazo, como muestra de cariño o cercanía.",1.0,"Establecer una relación de compadrazgo, la cual consiste en el vínculo afectivo o espiritual que une a los padrinos con sus ahijados o con los padres de estos.",4.0
Argentina,Cordoba (Argentina),57.0,M,De una,"claro quesí, sin dudas, dale, etc...","de una, vamos a tomar unos mates al río","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Accionar, realizar o llevar a cabo una acción de manera concreta.",5.0,"De una:  Expresión utilizada para indicar que algo se realizará o se intentará una vez, sin repetición.",3.0,"Expresión coloquial utilizada en varios países hispanohablantes para indicar aceptación inmediata, acuerdo total o disposición para realizar una acción de manera rápida y sin vacilaciones.",5.0
Argentina,Jujuy ,45.0,F,Cococho,Cargar a alguien ,¿Me llevas a cococho?,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Lago pequeño, de aguas bajas y vegetación densa, mayormente temporal, formado en zonas inundables por el desbordamiento de ríos o arroyos.",1.0,"Cococho es un término coloquial en México para referirse a un hombre robusto, corpulento o de complexión fuerte.",1.0,"Término coloquial utilizado principalmente en Centroamérica para referirse a una persona que es tacaña, avara o que tiene una excesiva resistencia a gastar dinero.",1.0
Argentina,Cordoba (Argentina),57.0,M,Está fulero,"Está feo, jodido, complicado, en mal estado",Después de la tormenta el camino a la cascada debe estar fulero,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Fulero** es un término despectivo que se usa para insultar, calificando a alguien como cobarde o remetido.",1.0,"Expresión coloquial que indica que alguien está borracho, intoxicado o bajo los efectos del alcohol.",1.0,"Expresión coloquial utilizada para indicar que algo es de mala calidad, está en mal estado, es feo, desagradable o carece de valor y estética.",5.0
Argentina,Cordoba (Argentina),57.0,M,Pintó,hacer algo,Pintó hacer un asado este domingo con mis amigos,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Técnica que consiste en aplicar pigmentos o colorantes sobre un soporte mediante pincel, cepillo, spray u otros métodos, creando imágenes, formas o decoraciones.",1.0,"Pintó significa aplicar color sobre una superficie para crear una imagen o diseño, utilizando pigmentos y un medio como pintura o acuarela.",1.0,"Acción de aplicar pigmentos o colores sobre una superficie mediante pinceles, rodillos u otros instrumentos para crear una imagen, diseño o decoración.",1.0
Argentina,Jujuy ,45.0,F,Chuti,Pelota,Pateó la chuti,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Ślalom es un deporte de winter donde se desciendeفعال en esquís por pistas marcadas con bobinas, evitando obstáculos con rápidos cambios de dirección para ganar tiempo en la ruta.",1.0,Chuti se refiere a una expresión vulgar utilizada para referirse a un hombre que se comporta de manera obscena o inapropiada.,1.0,"Término coloquial y vulgar utilizado en algunas regiones de habla hispana, principalmente en el Cono Sur, para referirse de forma despectiva o informal al órgano sexual femenino.",1.0
Argentina,Jujuy ,45.0,F,Compadrear,Juntarse ,Vamos a compadrear este jueves ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Asociación informal entre personas que, sin parentesco legal, establecen una relación cercana basada en amistad, apoyo mutual o intereses compartidos, especialmente en contextos culturales.",3.0,"Compadrear es establecer una relación de afecto y parentesco no sanguíneo entre las familias de un padrino y una madrina, y viceversa.",4.0,"Establecer un vínculo de compadrazgo o actuar con excesiva confianza, familiaridad o complicidad con alguien, a menudo con el fin de obtener beneficios o favorecer intereses comunes.",4.0
Argentina,Jujuy ,45.0,F,Cococho,Cargar,¿Me llevas a cococho?,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Prolongación de un horario docente más allá del normal, dando continuidad pedagógica de manera presencial o virtual cuando no hay actividades previas o respeto a feriados legales.",1.0,"Cococho es un adjetivo coloquial que se utiliza para describir a una persona despreocupada, que no se toma la vida demasiado en serio, a menudo con un tono irónico o humorístico.",1.0,"Término coloquial utilizado principalmente en Honduras para referirse a una persona perezosa, vaga o que evita realizar sus responsabilidades y labores.",1.0
Argentina,Jujuy ,45.0,F,Opa,Torpe,Es muy opa,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",**Opción de pago anticipado:** Operación financiera donde se adquiere un producto o servicio maintenant pagando por adelantado.,1.0,"Opa es una interjección que expresa sorpresa, asombro, o a veces, una actitud de resignación ante algo inesperado o desagradable.",1.0,"Interjección utilizada en español para expresar sorpresa, asombro o admiración ante un hecho inesperado o sorprendente.",1.0
Argentina,Jujuy ,45.0,F,Chulo,Gorro,Me pongo el chulo ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Individuo o persona que vive a costa de otras, aprovechándose de su presencia en espacios públicos o actividades ilegales para conseguir beneficios.",1.0,"Chulo: Adjetivo que describe algo o alguien considerado atractivo, llamativo o de moda, a menudo con connotación de ostentación.",1.0,"Persona con actitud engreída, arrogante o presumida. En algunos contextos, también se refiere a alguien que viste con elegancia o a un objeto que es atractivo y bien hecho.",1.0
Argentina,Jujuy ,45.0,F,Cholita,Persona originaria del norte,Conocí una cholita.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Persona que nace en Chile y, tras aufwachsen en tiendas, se interesó por dar privacidad a sus roturaoins callejeros aprobando sus aventuras de tienda pública a tienda privada.",1.0,"Cholita es un término coloquial que se refiere a una mujer originaria de Bolivia, tradicionalmente vestida con un traje andino colorido y completo.",5.0,"Término utilizado en países andinos, principalmente Bolivia, para referirse de forma afectuosa o descriptiva a una mujer indígena o mestiza que viste la indumentaria tradicional de la región.",5.0
Argentina,Cordoba (Argentina),31.0,M,“No hay mal que por bien no venga.”,Significa que de una situación mala o negativa puede surgir algo bueno o una oportunidad inesperada.,"Aunque perdí el trabajo, gracias a eso pude terminar mis estudios. No hay mal que por bien no venga.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Esta expresión implica que ciertas dificultades o desgracias pueden traer consigo consecuencias positivas o beneficios imprevistos a largo plazo.,5.0,"Después de una adversidad, puede surgir una oportunidad o un beneficio inesperado, sugiriendo que incluso las situaciones negativas pueden tener un resultado positivo.",5.0,"Refrán que indica que de una situación negativa o adversa siempre se puede extraer algún aspecto positivo, beneficio o aprendizaje inesperado.",5.0
Argentina,Cordoba (Argentina),31.0,M,“Cada maestrito con su librito.”,"Significa que cada persona tiene su propia manera de hacer las cosas o de enseñar, según su experiencia y forma de pensar.","Aunque los dos profesores enseñan la misma materia, cada maestrito con su librito.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Expresión humorística que subraya el excusismo individual, destacando que cada persona encuentra razonamientos o causas personales junto a conclusiones parciales para evadir responsabilidades o justificar acciones malsanas.",1.0,"Cada persona, con sus conocimientos y habilidades particulares.",3.0,"Refrán que indica que cada persona tiene sus propios métodos, opiniones o conocimientos particulares, los cuales aplica según su propio criterio o experiencia personal.",5.0
Argentina,Cordoba (Argentina),31.0,M,“No te hagás el sota.”,Significa hacerse el distraído o fingir que no se entiende algo para evitar una situación.,"No te hagás el sota, ya sabías que había tarea para hoy.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Fráse que advierte contra fingir ignorancia oCapacidad para silenciar voluntariamente información relevante en una conversación, fingiendo desconocimiento para evitar responsabilidades o molestar al interlocutor.",2.0,No te hagas el sota. No simules ser inocente o desentendido; asume la responsabilidad de tus acciones y palabras.,5.0,"Expresión coloquial utilizada para recriminar a alguien que finge ignorancia, ingenuidad o falta de comprensión ante una situación para evitar una responsabilidad o complicidad.",5.0
Argentina,Cordoba (Argentina),31.0,M,“Andá a cantarle a Gardel.”,Se usa para decirle a alguien que no le creemos o que está exagerando demasiado.,¿Que aprobaste sin estudiar? Andá a cantarle a Gardel.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Frase coloquial que exhorta a compararse con alguien destacado, simbólicamente ""cantando"" ante un símbolo de excelencia recognizing that one cannot measure up to their influence.",2.0,"Una invitación para expresar sentimientos románticos, admiración o afecto, usualmente de manera poética, dirigida a la figura de Carlos Gardel.",1.0,"Expresión coloquial rioplatense utilizada para indicar que lo que alguien dice es mentira, carece de sentido o es una excusa absurda, sugiriendo que debe ir a contarle sus historias a otra persona.",5.0
